date,ticker,percent_gain
2008-10-02,RF,7.73
2008-10-03,HBAN,7.2
2008-10-06,AIV,18.28
2008-10-07,CVG,3.85
2008-10-08,GT,24.61
2008-10-16,MBI,29.68
2008-10-22,JBL,14.02
2008-10-23,AMZN,16.02
2008-10-24,PNC,38.51
2008-10-27,HBAN,14.77
2008-10-28,IPG,37.47
2008-10-31,EP,40.0
2008-11-03,HIG,41.57
2008-11-05,CPWR,20.0
2008-11-06,SGP,6.44
2008-11-07,AES,23.98
2008-11-11,GS,7.67
2008-11-12,AES,5.76
2008-11-13,GNW,36.61
2008-11-14,HIG,27.14
2008-11-17,PLD,15.15
2008-11-18,FHN,9.34
2008-11-19,GLW,4.72
2008-11-20,IPG,15.73
2008-11-24,GNW,63.46
2008-11-25,LNC,37.79
2008-11-28,LNC,19.91
2008-12-02,KG,15.93
2008-12-03,PLD,21.83
2008-12-04,ODP,16.04
2008-12-05,HIG,56.88
2008-12-08,DDR,27.31
2008-12-16,PLD,23.04
2008-12-19,DDR,11.56
2008-12-22,NWL,4.88
2008-12-23,EP,15.38
2008-12-24,MU,17.73
2008-12-26,JNY,28.31
2008-12-29,HES,4.5
2009-01-02,ACS,15.45
2009-01-05,KG,21.47
2009-01-06,DDR,30.69
2009-01-07,CIEN,9.44
2009-01-09,EP,66.67
2009-01-13,DDR,17.54
2009-01-14,EP,11.11
2009-01-15,LHX,8.91
2009-01-28,GR,25.0
2009-01-30,BA,3.8
2009-02-02,VIAV,14.0
2009-02-03,DHI,15.76
2009-02-04,CBRE,10.34
2009-02-05,HBAN,19.33
2009-02-18,GT,9.06
2009-02-24,COF,30.0
2009-02-25,FITB,38.57
2009-02-26,USB,12.11
2009-02-27,FITB,16.57
2009-03-02,RF,12.26
2009-03-04,GR,23.81
2009-03-05,EP,9.09
2009-03-10,ODP,39.39
2009-03-16,GR,58.62
2009-03-17,DDR,18.28
2009-03-18,AIG,38.0
2009-03-19,CLF,8.6
2009-03-20,EP,30.0
2009-03-27,CPWR,18.18
2009-03-30,HUM,5.06
2009-03-31,HIG,11.35
2009-04-01,VIAV,17.55
2009-04-02,GR,44.0
2009-04-03,PFG,18.58
2009-04-06,F,15.29
2009-04-07,EP,27.27
2009-04-09,TGNA,31.58
2009-04-20,ORCL,5.97
2009-04-24,MAS,14.4
2009-04-27,AN,6.54
2009-04-28,HST,10.4
2009-05-08,GNW,29.73
2009-05-14,GNW,27.62
2009-05-15,EA,5.41
2009-05-18,ZION,11.45
2009-05-29,GNW,12.76
2009-06-03,AET,5.18
2009-06-04,KEY,14.35
2009-06-05,ACS,50.0
2009-06-08,CPWR,8.33
2009-06-09,ACS,7.69
2009-06-10,CBRE,8.82
2009-06-18,ACS,9.09
2009-06-24,ACS,8.33
2009-06-25,LEN,12.76
2009-06-26,AIV,5.17
2009-06-29,SGP,13.56
2009-06-30,SGP,11.11
2009-07-01,KG,6.32
2009-07-02,ACS,8.33
2009-07-09,KBH,6.78
2009-07-15,AXP,9.67
2009-07-16,HOG,12.86
2009-07-17,AIG,7.39
2009-07-27,NYT,15.07
2009-07-28,TXT,15.51
2009-07-29,ACS,9.09
2009-08-04,MBI,29.21
2009-08-05,AIG,61.29
2009-08-06,ANF,5.74
2009-08-17,ACS,6.67
2009-08-18,CIEN,7.83
2009-08-19,AIG,10.82
2009-08-20,AIG,17.88
2009-08-21,PFG,5.48
2009-08-31,GNW,9.43
2009-09-01,KG,2.12
2009-09-02,AIG,10.8
2009-09-04,THC,6.65
2009-09-08,AMD,12.83
2009-09-09,EP,25.0
2009-09-10,ODP,10.99
2009-09-11,TMUS,7.25
2009-09-21,AIG,23.06
2009-09-25,ISRG,6.74
2009-09-28,MBI,10.48
2009-09-29,MCO,10.05
2009-10-09,ACS,7.69
2009-10-15,HOG,11.07
2009-10-16,LHX,7.15
2009-10-19,MSI,6.27
2009-10-20,ANDV,6.28
2009-10-21,SLM,6.87
2009-10-29,ODP,13.16
2009-11-04,PHM,4.71
2009-11-05,ACS,7.69
2009-11-06,MBI,6.88
2009-11-09,HST,7.2
2009-11-10,EP,5.26
2009-11-18,MBI,10.72
2009-11-24,GR,10.0
2009-11-25,GR,9.52
2009-11-27,GR,10.0
2009-12-09,ATGE,5.69
2009-12-15,FLR,7.38
2009-12-16,NYT,6.59
2009-12-17,WHR,2.99
2009-12-21,ACS,10.0
2009-12-22,AIG,10.62
2009-12-23,CNX,5.95
2009-12-24,EP,14.29
2009-12-30,NYT,4.38
2010-01-06,ZION,9.73
2010-01-07,HBAN,11.43
2010-01-08,X,7.4
2010-01-21,EP,8.33
2010-01-27,IVZ,6.01
2010-01-28,GR,16.67
2010-01-29,THC,5.73
2010-02-01,NVDA,7.25
2010-02-02,GR,20.0
2010-02-08,LEN,4.34
2010-02-09,EP,12.5
2010-02-10,AIG,15.98
2010-02-16,EP,25.0
2010-02-17,EP,15.38
2010-02-18,EP,20.0
2010-02-19,GR,38.46
2010-02-23,GR,44.44
2010-02-26,GR,15.38
2010-03-01,EP,22.22
2010-03-02,EP,10.0
2010-03-03,EP,14.29
2010-03-09,AIG,15.43
2010-03-10,EP,10.0
2010-03-11,EP,10.0
2010-03-15,THC,7.3
2010-03-16,GR,14.29
2010-03-23,KG,6.45
2010-03-29,EP,15.79
2010-03-30,FTI,2.91
2010-03-31,GR,11.11
2010-04-13,GT,7.31
2010-04-19,EP,10.0
2010-04-20,RF,6.67
2010-04-21,GR,11.94
2010-04-29,LHX,7.91
2010-04-30,HAL,3.2
2010-05-03,COF,5.49
2010-05-05,CLF,11.02
2010-05-07,PCG,15.09
2010-05-10,EP,26.67
2010-05-11,EP,33.33
2010-05-21,CRM,12.58
2010-05-27,NTAP,7.73
2010-05-28,EP,22.22
2010-06-01,EP,37.5
2010-06-11,CRM,6.8
2010-06-17,MTB,7.66
2010-06-18,BSX,3.09
2010-06-21,CPWR,50.0
2010-06-28,EP,36.36
2010-06-29,EP,20.0
2010-07-01,EP,20.0
2010-07-02,GR,4.35
2010-07-06,JCI,2.8
2010-07-08,EP,12.5
2010-07-09,AES,5.79
2010-07-12,MAT,4.88
2010-07-15,THC,3.94
2010-07-16,TLAB,1.75
2010-07-22,MEE,11.2
2010-07-28,GR,11.11
2010-07-29,TIE,4.08
2010-07-30,SWK,6.07
2010-08-11,M,4.59
2010-08-17,EP,25.0
2010-08-18,MEE,15.16
2010-08-19,NTAP,5.91
2010-08-27,GR,12.5
2010-08-30,EP,10.0
2010-08-31,TIE,4.88
2010-09-07,MEE,15.48
2010-09-08,NYT,6.75
2010-09-09,EP,18.18
2010-09-21,NVDA,6.01
2010-09-27,LUV,8.27
2010-09-28,BSX,7.11
2010-09-29,AMD,5.97
2010-10-11,WYNN,6.75
2010-10-15,DXC,4.26
2010-10-18,WFC,4.98
2010-10-19,EP,15.7
2010-10-29,X,5.98
2010-11-04,GR,8.7
2010-11-05,BK,6.38
2010-11-08,HAL,4.93
2010-11-17,GR,6.67
2010-11-18,HAL,5.06
2010-11-22,MEE,17.1
2010-11-24,ANDV,4.69
2010-11-26,EP,30.0
2010-11-29,GR,14.0
2010-12-09,AIG,12.58
2010-12-15,VRSN,4.28
2010-12-16,MSI,4.72
2010-12-17,ATI,6.51
2010-12-20,MEE,4.89
2010-12-21,AMP,4.21
2010-12-29,CNX,3.13
2010-12-30,EP,9.37
2010-12-31,NVDA,2.67
2011-01-04,GR,8.33
2011-01-05,AIG,7.95
2011-01-12,NVDA,14.91
2011-01-18,EP,41.03
2011-01-19,TIE,2.09
2011-01-20,SLM,7.21
2011-01-21,WY,3.12
2011-01-25,EP,25.0
2011-02-02,TGNA,7.34
2011-02-08,EP,9.09
2011-02-09,NDAQ,6.24
2011-02-10,GT,10.08
2011-02-23,PWR,8.17
2011-02-28,EIX,5.28
2011-03-01,BIIB,2.59
2011-03-02,EP,5.26
2011-03-03,TDC,6.2
2011-03-04,VIAV,9.04
2011-03-07,ICE,3.25
2011-03-15,FCX,9.43
2011-03-21,EP,25.0
2011-03-22,AMT,3.57
2011-03-23,IRM,5.6
2011-04-01,GR,11.11
2011-04-04,IRM,3.18
2011-04-05,ANF,11.15
2011-04-06,TIE,4.76
2011-04-08,SVU,3.52
2011-04-11,KDP,4.26
2011-04-12,JCI,7.43
2011-04-25,TIE,5.31
2011-04-28,MEE,17.59
2011-04-29,OXY,7.79
2011-05-02,GILD,4.1
2011-05-03,TMUS,5.95
2011-05-05,CCL,5.98
2011-05-13,MEE,17.39
2011-05-19,GME,7.35
2011-05-20,GR,6.25
2011-05-23,CF,6.0
2011-06-02,GNW,3.76
2011-06-03,NOV,2.99
2011-06-06,EP,9.09
2011-06-07,EP,20.0
2011-06-09,IPG,6.16
2011-06-10,FSLR,3.24
2011-06-13,TIE,4.17
2011-06-23,WDC,8.34
2011-06-29,V,14.03
2011-06-30,NTAP,4.81
2011-07-01,DRI,5.96
2011-07-05,NFLX,4.94
2011-07-06,URBN,5.6
2011-07-07,KLAC,5.4
2011-07-14,GR,6.67
2011-07-20,TXT,4.98
2011-07-21,FLS,5.57
2011-07-22,AMD,9.31
2011-08-03,MA,8.41
2011-08-09,EP,25.0
2011-08-10,GR,4.17
2011-08-11,GNW,10.33
2011-08-23,EP,33.33
2011-08-29,HIG,9.35
2011-08-30,EP,25.0
2011-08-31,CBRE,3.2
2011-09-13,OI,5.29
2011-09-19,RRC,6.76
2011-09-20,EP,25.0
2011-09-21,HPQ,6.2
2011-09-26,CNX,7.09
2011-09-27,GR,7.14
2011-10-03,GR,4.0
2011-10-07,KLAC,3.36
2011-10-10,JBL,6.33
2011-10-11,C,6.99
2011-10-14,ANDV,5.04
2011-10-17,HAS,4.29
2011-10-18,EP,25.0
2011-10-21,APH,6.41
2011-10-27,FSLR,9.68
2011-10-28,X,12.52
2011-10-31,ADBE,3.27
2011-11-01,EXPE,6.87
2011-11-02,TMUS,8.89
2011-11-10,CTRA,4.9
2011-11-16,MU,23.67
2011-11-17,FSLR,3.66
2011-11-18,CME,3.25
2011-11-23,WBA,4.46
2011-11-25,GHC,3.01
2011-12-01,NFLX,4.27
2011-12-07,MU,7.83
2011-12-08,JWN,1.37
2011-12-09,GR,9.52
2011-12-12,EP,25.0
2011-12-13,LLY,1.54
2011-12-14,PGR,3.45
2011-12-19,TIE,1.43
2011-12-20,PHM,6.75
2011-12-21,WBA,6.21
2011-12-22,AKAM,15.02
2011-12-23,TIE,5.88
2011-12-28,EP,8.7
2011-12-29,EP,14.29
2011-12-30,TMUS,5.6
2012-01-03,GR,6.67
2012-01-04,NFLX,11.2
2012-01-12,J,5.08
2012-01-19,NTAP,6.84
2012-01-20,HBAN,4.04
2012-01-23,RRC,5.41
2012-02-02,CME,6.57
2012-02-08,MCO,10.88
2012-02-09,EFX,6.83
2012-02-10,GR,6.25
2012-02-23,TMUS,6.27
2012-02-29,PHM,6.39
2012-03-01,TMUS,5.53
2012-03-02,IGT,5.42
2012-03-13,CBRE,6.63
2012-03-14,X,4.04
2012-03-16,TRIP,4.58
2012-03-20,AMZN,4.03
2012-03-21,EXPD,3.98
2012-03-22,GR,10.53
2012-04-02,GR,21.74
2012-04-03,BKNG,3.11
2012-04-04,AIG,4.47
2012-04-05,GR,17.39
2012-04-10,EP,59.09
2012-04-11,PHM,6.2
2012-04-12,X,6.76
2012-04-24,JNPR,7.13
2012-04-30,EXPE,6.41
2012-05-01,GR,11.11
2012-05-02,MAS,4.68
2012-05-03,TDC,4.27
2012-05-04,GR,10.53
2012-05-07,TSN,5.25
2012-05-11,NFLX,6.16
2012-05-14,GME,3.62
2012-05-15,TJX,6.52
2012-05-22,GR,10.53
2012-05-23,TRIP,6.97
2012-05-25,TIE,6.72
2012-05-29,AMD,3.69
2012-05-30,AAPL,1.75
2012-06-01,GR,8.33
2012-06-04,FSLR,3.8
2012-06-05,LEN,6.9
2012-06-06,MS,5.93
2012-06-07,GR,8.33
2012-06-15,GR,9.52
2012-06-21,TIE,3.45
2012-06-22,GR,11.11
2012-06-25,STZ,6.53
2012-06-29,FOSL,5.69
2012-07-02,STZ,7.74
2012-07-03,EOG,5.43
2012-07-06,WDC,2.92
2012-07-12,FAST,6.39
2012-07-13,GR,10.53
2012-07-16,FSLR,5.27
2012-07-26,TMUS,18.98
2012-07-27,THC,8.8
2012-07-30,LUV,3.16
2012-07-31,FSLR,8.52
2012-08-01,HUM,4.27
2012-08-02,ANDV,9.66
2012-08-03,IPG,11.71
2012-08-07,FOSL,8.93
2012-08-15,FSLR,7.87
2012-08-21,BBY,9.34
2012-08-22,GAS,5.19
2012-08-23,EXPE,1.79
2012-09-05,COL,12.5
2012-09-06,OI,7.75
2012-09-07,CLF,10.37
2012-09-11,AMD,6.53
2012-09-12,VMC,9.86
2012-09-13,CBRE,6.64
2012-09-25,GAS,1.53
2012-10-01,TSN,3.79
2012-10-02,TMUS,16.88
2012-10-03,COL,36.36
2012-10-04,COL,8.7
2012-10-05,GME,2.62
2012-10-08,CLF,6.06
2012-10-15,TIE,5.88
2012-10-19,COF,2.79
2012-10-22,NFLX,5.47
2012-10-23,HOG,8.42
2012-11-06,DXC,6.17
2012-11-12,GME,4.29
2012-11-13,AMD,5.56
2012-11-14,ANF,4.62
2012-11-27,MNST,13.32
2012-12-03,COL,19.05
2012-12-04,COL,23.81
2012-12-05,MCO,7.92
2012-12-06,GNW,5.6
2012-12-07,TIE,4.35
2012-12-12,NFLX,5.17
2012-12-13,JNPR,2.22
2012-12-17,PHM,5.07
2012-12-21,AMD,11.16
2012-12-24,F,6.26
2012-12-26,F,3.9
2012-12-27,COL,22.22
2012-12-28,F,2.55
2013-01-02,LRCX,4.62
2013-01-03,FSLR,5.55
2013-01-08,WBD,3.32
2013-01-14,BBY,3.43
2013-01-15,STZ,4.18
2013-01-16,CMG,5.17
2013-01-29,DHI,7.1
2013-02-04,NFLX,7.35
2013-02-05,GME,5.97
2013-02-06,CMG,5.72
2013-02-14,FSLR,8.35
2013-02-15,COL,8.33
2013-02-19,SEE,8.41
2013-02-25,COL,4.55
2013-02-26,ECL,4.88
2013-02-27,AES,5.15
2013-03-11,STX,3.16
2013-03-15,NBR,3.36
2013-03-18,JNPR,5.92
2013-03-19,HAR,5.26
2013-04-01,HUM,8.19
2013-04-05,NBR,6.91
2013-04-08,COL,20.0
2013-04-09,FSLR,44.99
2013-04-19,CMG,6.19
2013-04-25,CLF,6.29
2013-04-26,HRB,6.35
2013-04-29,VMC,3.88
2013-05-01,AMD,14.59
2013-05-02,AMD,7.91
2013-05-07,ANF,5.36
2013-05-08,EA,8.89
2013-05-09,BSX,5.46
2013-05-10,HAR,5.63
2013-05-13,COL,8.33
2013-05-15,EMN,5.18
2013-05-16,NTAP,5.23
2013-05-17,ANDV,5.78
2013-05-24,OMC,3.74
2013-05-28,TRIP,2.76
2013-05-30,COL,9.09
2013-06-05,JNPR,6.92
2013-06-06,REGN,9.53
2013-06-07,MS,4.73
2013-06-10,FSLR,5.22
2013-06-11,PVH,3.21
2013-06-19,NVDA,2.13
2013-06-24,RRC,3.87
2013-06-25,FSLR,5.78
2013-06-26,MCK,3.61
2013-06-27,HAR,12.36
2013-07-01,BBY,6.59
2013-07-02,X,8.57
2013-07-09,COL,12.5
2013-07-10,TER,4.85
2013-07-12,COL,12.5
2013-07-16,NWSA,4.87
2013-07-17,NWSA,3.45
2013-07-18,AMD,5.94
2013-07-30,PBI,9.64
2013-08-05,MU,4.89
2013-08-06,COL,12.5
2013-08-07,AMGN,7.47
2013-08-19,HAR,5.51
2013-08-23,DD,3.86
2013-08-26,INTU,4.59
2013-08-27,GT,3.04
2013-09-09,PHM,7.22
2013-09-11,NFX,6.84
2013-09-12,WBA,4.41
2013-09-13,CINF,6.74
2013-09-16,ATI,2.52
2013-09-17,COL,16.67
2013-09-23,HAR,3.57
2013-09-24,LRCX,4.83
2013-09-26,WBD,3.79
2013-09-27,TWX,2.46
2013-09-30,BSX,3.16
2013-10-10,CNX,3.66
2013-10-16,ABT,4.51
2013-10-17,COL,25.0
2013-10-18,COL,20.0
2013-10-29,X,10.69
2013-10-30,COL,30.0
2013-11-01,FSLR,6.29
2013-11-05,HST,4.66
2013-11-06,HUM,4.39
2013-11-07,COL,11.11
2013-11-13,GM,5.32
2013-11-14,IRM,7.55
2013-11-19,DVN,5.0
2013-11-25,COL,12.5
2013-11-26,LEN,4.4
2013-11-27,VLO,3.82
2013-12-02,MPC,4.26
2013-12-03,COL,11.11
2013-12-09,DVA,6.31
2013-12-10,PVH,4.89
2013-12-11,PH,3.21
2013-12-12,NFLX,2.66
2013-12-16,COL,16.67
2013-12-17,CPB,4.04
2013-12-18,COL,14.29
2013-12-23,PHM,4.67
2013-12-24,NEM,2.89
2013-12-31,COL,12.5
2014-01-07,TRIP,6.1
2014-01-08,COV,5.56
2014-01-09,DG,4.29
2014-01-22,BBY,5.73
2014-01-24,GAS,3.95
2014-01-27,COL,12.5
2014-01-28,NFLX,6.67
2014-01-29,VLO,5.28
2014-01-30,PBI,12.39
2014-02-11,SLM,5.46
2014-02-18,XRAY,6.26
2014-02-19,NBR,9.98
2014-02-20,COL,11.11
2014-03-04,COL,6.67
2014-03-10,COL,7.14
2014-03-11,MCD,2.96
2014-03-12,REGN,4.19
2014-03-24,PVH,4.43
2014-03-25,STX,3.55
2014-03-26,COL,9.09
2014-03-28,GME,8.7
2014-03-31,MU,6.1
2014-04-01,TRIP,4.74
2014-04-02,COL,30.0
2014-04-03,K,5.62
2014-04-04,BBY,2.44
2014-04-11,GILD,2.87
2014-04-17,SLM,4.51
2014-04-21,META,2.99
2014-04-22,ZION,4.26
2014-05-01,MPC,7.24
2014-05-02,MSI,4.75
2014-05-06,COL,10.0
2014-05-07,HUM,8.21
2014-05-08,EXPD,4.02
2014-05-09,GAS,6.59
2014-05-12,COL,10.0
2014-05-13,THC,2.95
2014-05-14,HAR,10.94
2014-05-22,CRM,5.93
2014-05-29,MCK,2.98
2014-05-30,COL,41.67
2014-06-02,NTAP,3.65
2014-06-12,ISRG,2.96
2014-06-18,ADSK,3.56
2014-06-19,EOG,2.35
2014-06-20,AN,2.91
2014-06-23,FCX,2.91
2014-06-24,WY,3.27
2014-07-01,REGN,6.27
2014-07-02,COL,20.0
2014-07-03,COL,9.09
2014-07-07,ADM,2.74
2014-07-09,WBD,3.12
2014-07-10,MNST,3.79
2014-07-11,AMZN,3.43
2014-07-16,CPRI,4.17
2014-07-22,COL,10.0
2014-07-23,WHR,6.09
2014-07-24,EQT,6.31
2014-08-05,FE,5.9
2014-08-07,NFLX,3.3
2014-08-08,TPR,5.04
2014-08-11,SYY,3.65
2014-08-12,FAST,1.69
2014-08-13,COL,9.09
2014-08-19,TJX,3.23
2014-08-20,LOW,4.76
2014-08-25,GILD,2.23
2014-08-29,COL,7.14
2014-09-02,UAA,3.75
2014-09-03,FSLR,2.75
2014-09-15,DRI,3.91
2014-09-19,VRTX,5.74
2014-09-22,CLX,2.56
2014-09-23,META,2.57
2014-09-24,VRTX,6.81
2014-09-25,GAS,1.9
2014-10-03,VRTX,3.06
2014-10-09,HAR,5.61
2014-10-10,WBA,2.36
2014-10-13,SO,1.89
2014-10-23,BMS,10.51
2014-10-24,DAL,3.82
2014-11-05,NRG,6.47
2014-11-06,COL,30.0
2014-11-07,DXC,5.09
2014-11-11,ZTS,8.86
2014-11-12,GNW,5.39
2014-11-13,AME,3.75
2014-11-25,COL,20.0
2014-12-02,COL,10.0
2014-12-03,COL,8.33
2014-12-04,LYB,3.69
2014-12-05,THC,6.15
2014-12-08,BBY,3.27
2014-12-16,RRC,5.09
2014-12-22,GAS,5.11
2014-12-23,ESRX,3.83
2014-12-24,NEM,3.34
2015-01-07,BIIB,4.48
2015-01-13,SPGI,4.03
2015-01-14,NFX,6.94
2015-01-15,NEM,3.66
2015-01-27,NBR,4.67
2015-01-28,EA,5.3
2015-01-30,COL,16.67
2015-02-10,MLM,15.17
2015-02-17,NBR,5.39
2015-02-18,NBR,4.91
2015-02-19,EOG,8.21
2015-03-03,WBD,4.39
2015-03-09,COL,18.18
2015-03-10,URBN,5.03
2015-03-11,NBR,5.0
2015-03-12,MAT,3.55
2015-03-13,LEG,2.76
2015-03-17,PVH,4.4
2015-03-18,NBR,7.74
2015-03-19,WYNN,4.08
2015-03-23,COL,8.33
2015-03-24,FSLR,3.58
2015-03-25,DVN,2.04
2015-03-27,INTC,6.63
2015-03-30,ADI,4.36
2015-03-31,CBRE,4.93
2015-04-07,JNPR,3.04
2015-04-08,PRGO,18.4
2015-04-13,EMR,2.6
2015-04-17,CSX,3.29
2015-04-20,HAS,5.94
2015-04-21,ATI,8.79
2015-05-01,LEG,7.92
2015-05-07,HAR,4.62
2015-05-08,HAR,5.88
2015-05-11,NWSA,3.9
2015-05-14,COL,8.33
2015-05-20,GAS,4.96
2015-05-21,DLTR,4.84
2015-05-22,COL,9.09
2015-06-04,COL,10.0
2015-06-10,DRI,2.95
2015-06-11,LLY,4.19
2015-06-12,AAL,2.18
2015-06-15,CI,12.73
2015-06-16,COL,11.11
2015-06-24,COL,11.11
2015-06-30,WYNN,2.89
2015-07-01,ANDV,4.2
2015-07-02,CNX,4.26
2015-07-06,COL,11.11
2015-07-07,WYNN,6.71
2015-07-08,INTU,1.5
2015-07-09,CI,3.06
2015-07-10,ANDV,4.56
2015-07-15,M,7.53
2015-07-20,EBAY,6.25
2015-07-21,FCX,3.08
2015-07-22,IPG,5.51
2015-07-23,EQT,6.9
2015-07-27,AMGN,3.87
2015-07-28,AMD,9.26
2015-07-29,AMD,10.73
2015-07-30,VRTX,7.43
2015-08-04,MLM,7.67
2015-08-10,FCX,15.23
2015-08-11,MPC,6.66
2015-08-12,CF,8.37
2015-08-21,COL,12.5
2015-08-24,SWKS,13.38
2015-08-25,GAS,3.47
2015-08-31,COL,14.29
2015-09-01,ALLE,2.43
2015-09-03,CPB,3.45
2015-09-04,AMD,3.41
2015-09-09,NFLX,2.77
2015-09-11,AMD,6.91
2015-09-14,ZBH,4.11
2015-09-15,RIG,5.92
2015-09-21,KMX,3.14
2015-09-22,FCX,6.22
2015-09-25,ICE,2.78
2015-10-01,PPG,8.68
2015-10-02,WYNN,14.93
2015-10-05,MAT,7.99
2015-10-08,NFLX,6.48
2015-10-09,ADSK,8.77
2015-10-15,THC,8.93
2015-10-16,COL,12.5
2015-10-28,GNW,10.02
2015-11-02,CNX,18.48
2015-11-03,CNX,10.07
2015-11-04,CPRI,6.45
2015-11-05,MLM,6.88
2015-11-09,NSC,11.26
2015-11-10,DHI,5.95
2015-11-17,URBN,9.82
2015-11-18,CNX,7.24
2015-11-19,NSC,5.27
2015-11-20,EQIX,4.08
2015-11-23,COL,14.29
2015-11-24,DLTR,7.65
2015-11-25,CNX,7.96
2015-11-30,CSRA,7.21
2015-12-01,CNX,8.67
2015-12-02,WYNN,3.38
2015-12-03,NEM,3.54
2015-12-07,NWL,7.81
2015-12-08,COL,16.67
2015-12-09,COL,14.29
2015-12-14,COL,14.29
2015-12-15,ILMN,6.04
2015-12-21,COL,16.67
2015-12-28,CSRA,5.36
2015-12-29,ROST,3.29
2015-12-30,FTI,2.1
2015-12-31,RRC,7.14
2016-01-04,CNX,9.45
2016-01-05,MAC,3.55
2016-01-06,NFLX,11.77
2016-01-12,HAR,7.69
2016-01-15,FCX,14.47
2016-01-19,HAR,4.88
2016-01-20,RRC,10.61
2016-01-21,CNX,19.84
2016-01-22,WMB,16.74
2016-01-25,AMD,5.47
2016-01-26,WMB,7.81
2016-02-01,CNX,9.82
2016-02-02,MAT,6.88
2016-02-03,NEM,10.0
2016-02-04,COL,25.0
2016-02-05,NEM,7.96
2016-02-16,FCX,9.45
2016-02-22,FCX,9.08
2016-02-23,HAR,3.45
2016-02-24,MPC,9.05
2016-02-25,NFX,5.26
2016-02-26,UHS,5.04
2016-03-03,RIG,12.81
2016-03-04,COL,40.0
2016-03-07,MUR,12.33
2016-03-08,URBN,6.34
2016-03-09,ANDV,4.22
2016-03-11,AMD,10.04
2016-03-14,COL,50.0
2016-03-15,RRC,5.36
2016-03-18,WDC,5.9
2016-03-24,FCX,7.9
2016-03-28,CSRA,6.03
2016-03-29,RRC,6.83
2016-03-30,MET,4.51
2016-03-31,DVN,5.46
2016-04-04,VRTX,3.83
2016-04-05,HAR,4.65
2016-04-08,UA,5.79
2016-04-11,NEM,5.24
2016-04-12,RRC,7.89
2016-04-14,BLK,3.47
2016-04-15,RIG,7.28
2016-04-18,HES,7.98
2016-04-19,FCX,8.49
2016-04-20,WMB,5.61
2016-04-25,STX,3.79
2016-04-26,MU,6.38
2016-04-28,VRTX,6.78
2016-05-02,AMD,4.47
2016-05-03,COL,25.0
2016-05-04,ILMN,5.04
2016-05-05,WMB,11.67
2016-05-06,RIG,7.96
2016-05-11,FCX,5.35
2016-05-12,EA,1.87
2016-05-13,NVDA,4.57
2016-05-16,WMB,5.86
2016-05-17,WMB,4.47
2016-05-18,CFG,6.39
2016-05-19,AAP,7.02
2016-05-20,MU,4.75
2016-05-23,FCX,5.37
2016-05-24,VRTX,5.64
2016-05-31,GAS,5.26
2016-06-01,CPRI,6.62
2016-06-03,MOS,5.62
2016-06-06,RIG,12.83
2016-06-07,FFIV,12.36
2016-06-08,SIG,2.84
2016-06-09,EQT,5.11
2016-06-20,CBRE,2.87
2016-06-21,AMD,6.86
2016-06-22,NFX,3.33
2016-06-23,COL,11.11
2016-06-24,ORLY,4.96
2016-06-27,KR,4.99
2016-07-01,HOG,19.47
2016-07-05,COL,7.14
2016-07-06,COL,36.67
2016-07-07,AAL,3.56
2016-07-11,COL,26.67
2016-07-12,FCX,7.05
2016-07-13,MOS,4.82
2016-07-25,AMD,12.98
2016-07-29,DVN,6.51
2016-08-01,NFLX,3.44
2016-08-02,BIIB,8.99
2016-08-05,MRK,10.41
2016-08-11,COL,6.67
2016-08-12,CI,5.08
2016-08-15,COL,6.25
2016-08-25,HPQ,5.35
2016-08-31,COL,7.41
2016-09-01,NEM,3.68
2016-09-02,VRSN,4.91
2016-09-06,EOG,5.07
2016-09-07,COL,22.22
2016-09-08,COL,9.09
2016-09-09,WYNN,2.12
2016-09-14,AMD,5.04
2016-09-15,SWKS,5.51
2016-09-16,COL,9.38
2016-09-23,FSLR,4.78
2016-09-26,COL,18.75
2016-09-28,COL,20.0
2016-10-03,COL,12.12
2016-10-04,NTRS,3.13
2016-10-05,COTY,4.41
2016-10-06,HAR,6.31
2016-10-10,LUV,3.3
2016-10-18,HOG,6.8
2016-10-24,AMD,6.7
2016-10-25,AMD,8.7
2016-10-26,R,5.82
2016-10-31,DVA,5.64
2016-11-04,XRAY,9.8
2016-11-07,REGN,5.15
2016-11-08,FCX,6.99
2016-11-18,CF,7.38
2016-11-25,XRAY,2.88
2016-11-28,UA,4.99
2016-11-29,CTRA,3.41
2016-12-02,EVHC,5.52
2016-12-05,FSLR,7.19
2016-12-09,MOS,3.83
2016-12-12,COL,9.09
2016-12-22,CF,3.94
2016-12-29,NVDA,6.22
2016-12-30,CTRA,2.41
2017-01-03,XRX,5.51
2017-01-05,MAT,6.47
2017-01-06,AES,3.68
2017-01-13,QRVO,3.15
2017-01-17,PVH,4.89
2017-01-18,FAST,6.35
2017-01-20,SWKS,4.32
2017-01-23,CF,3.68
2017-01-24,PWR,6.79
2017-01-27,COL,10.0
2017-02-02,COL,15.79
2017-02-03,M,6.52
2017-02-06,COL,15.79
2017-02-16,ETR,2.68
2017-02-23,FSLR,10.39
2017-02-24,FL,5.74
2017-02-27,AMD,6.52
2017-02-28,ALB,5.96
2017-03-01,COL,5.26
2017-03-02,BBY,6.23
2017-03-03,COL,5.0
2017-03-09,SIG,11.35
2017-03-10,INCY,7.51
2017-03-13,RIG,2.85
2017-03-14,WU,2.63
2017-03-16,NRG,2.4
